ID	SENTENCE	INDEX	LEN
2012_503252	Garcia Marquez leidet an fortschreitender Demenz Garcia Marquez leidet an fortschreitender Demenz Gabriel Garcia Marquez hat Gedächtnisprobleme Literaturnobelpreisträger Gabriel Garcia Marquez leidet an fortschreitender Alters-Demenz.	1778.11538461538	26
2012_893577	Vandalen schänden jüdischen Friedhof Antisemitische Parolen auf Grabsteinen geschmiert: Polizei jagt Neo-Nazis.	1777.61538461538	13
2012_124039	Britney plant Abschied vom Ekel-Haar DIASHOW: Brits schlimmste Haar-Momente.	1774.18181818182	11
2012_773379	Rosamunde Pilcher: Karussell des Lebens Liebesfilm nach Rosamunde Pilcher, BRD 1994 Anaid Iplicjan (Mrs.	1773.53846153846	13
2012_672932	McLaren dominierte Melbourne-Quali McLaren dominierte Melbourne-Quali Hamilton holt erste Saison-Pole.	1772.61538461538	13
2012_520146	Graf reichte Fotos zerstörter Filialen, eingeschossener Schaufensterscheiben, demolierter Luxusautos und beschmierter Hausfassaden.	1771	12
2012_123083	Bratpfanne ölen, Knochen darin gleichmäßig verteilen, Kalbsbrust einlegen, mit Öl übergießen, verstreichen.	1770.25	12
2012_896340	Verliebte Keira Knightley zeigt Verlobungsring Verliebte Keira Knightley zeigt Verlobungsring.	1766.6	10
2012_659114	Link: Homepage von Dorothea Lusenberger Wildernde Hunde rissen elf Schafe NEUKIRCHEN/Enknach.	1764.66666666667	12
2012_15560	Adi Pohn schnappt Partner Metallbau Kreuzroither weg Adi Pohn, Firma KARO Metallbau GmbH (rechts) SCHÖRFLING/ATTNANG.	1764.1875	16
2012_694237	Mit Sascha Sollat (Frastanz), Fatih Simsek (Nüziders) und Aldin Sulejmanagic (Meiningen) verzeichnet Cashpoint SC Tisis drei Abgänge.	1762.17647058824	17
2012_773386	Rosa Winkel, Michel Dufranne, Milorad Vicanovic, Christian Lerolle, Verlag Jacoby Stuart, 144 Seiten, 18,50 Euro (but).	1761.42857142857	14
2012_654323	Leading Ladies Gewinnerinnen 2011 Netzwerkerin des Jahres Marianne Sayn-Wittgenstein-Sayn.	1759.6	10
2012_525614	Haakon & Mette-Marit verliebt beim Skispringen Haakon & Mette-Marit verliebt beim Skispringen.	1759.16666666667	12
2012_639037	"Klum-Management feuert Topmodel Jana ""Zusammenarbeit unmöglich"": Jana Bellers Vertrag fristlos aufgelöst!"	1758.33333333333	12
2012_819941	Snooker: Staatsmeister Alex Gauss (20, HSEBC) gewinnt ersten Grand Prix 2011/12 English Billiards: Werner Rieschl wiederholt Doppelsieg!	1758.33333333333	15
2012_672862	McAfee Security gewährleistet umfassenden Netzwerkschutz mit Anti-Viren-Lösungen, Verschlüsselung, Desktop Firewall, Intrusion Detection und Systemanalyse.	1757	16
2012_739064	Objekt: Wohnanlage Göfiser Straße, Feldkirch Bauherrschaft: Errichtergemeinschaft Göfiser Straße Architektur: Bmst.	1757	11
2012_655992	Leistung (DIN) kW (PS) bei 1/min 103 (140) 4.200 Höchstgeschwindigkeit km/h 213 Kraftstoffart Diesel min. 51 CZ Getriebe Sechsgang-Schaltgetriebe Fahrwerk Vorn: McPherson-Federbeinachse mit unteren Dreiecksquerlenkern.	1756.82608695652	23
2012_645263	Küchenchefin Ernestine Gratzer garantiert für regionale Spezialitäten: Schweinsbraten, Gulasch, Beuscherl, Zwiebelrostbraten oder Rindsrouladen.	1756.69230769231	13
2012_627842	Judith Anzengruber, Beham GmbH Vereinheitlichung, Übernkammschererei, Bequemlichkeit der Beamten, störend!	1755.5	10
2012_482457	Firmengründer Carsten Koerl, Vize-Aufsichtsratpräsident Michael Tojner (Global Equity Partners) und Vermarktungsprofi Harti Weirather (WWP) legen ihre Aufsichtsratsmandate nieder.	1752.47368421053	19
2012_135798	Dachreling, Parksensoren vorn und hinten, elektrische Parkbremse, ESP, sieben Airbags (inkl.	1750.72727272727	11
2012_718597	NET Technologien Freelancer- zertifizierter Windows Server Administrator Abteilungsleitung IT Operation Absolvent/in FH Informationstechnologie Teilzeitposition für IT-affine Kommunikationstalente, KennNr 40.365 Lasertoner nachfüllen?	1750.63636363636	22
2012_518413	GMD - Sado Maso Dance Club & Kottulinsky GMD: Treffpunkt aller Musik- & Tanzsklaven.	1749.27272727273	11
2012_766442	Rafael Nadal bräunt seinen Traumkörper Rafael Nadal bräunt seinen Traumkörper.	1747	10
2012_861758	Über Whalley Range Allstars Edward Taylor and Sue Auty kreierten 60 verschiedene völlig einzigartige Minivarieteeformen.	1745.64285714286	14
2012_656249	Lekváros fánk („Marmeladen-Krapfen“): Ungarn Bomboloni („Bomben“): Italien, kleine Krapfen.	1744.2	10
2012_245426	Der irakische Premier Nuri al-Maliki begrüßte Obamas Ankündigung ausdrücklich.	1743.3	10
2012_904583	Volumen nach VDA-Messung: Sitzbank aufgestellt/umgeklappt l 532 Leergewicht kg 1.466 Zul. Gesamtgewicht kg 1.960 Zuladung kg 494 Art des Motors 4-Zyl.	1742.94736842105	19
2012_765053	Psychologisch motivierte hauchzarte Pianopassagen kontrastieren mit knalligen Forte-Effekten der Leidenschaft.	1742.90909090909	11
2012_776157	Rustikal: Grammel-Erdäpfel-Strudel Zubereitung: Zwiebeln mit halber Menge Schmalz glasig anlaufen lassen.	1742.23076923077	13
2012_759120	Plus: kräftiger Motor, sportliche Designakzente, ausgeprägte Fahrdynamik im Dynamic-Modus, direkte Lenkung.	1740.91666666667	12
2012_850549	"Teresa Verwanger, Vize-Miss Salzburg Carmen Stamboli: ""Frech, kess und schrille Haare."""	1739.75	12
2012_49334	Andreas Winkler arbeitete mit renommierten Dirigenten wie Helmuth Froschauer (Chefdirigent WDR-Symphonieorchester), Marcus Creed (Chefdirigent RIAS-Kammerchor und Orchester), Uri Segal (Jerusalem Symphonie Orchestra) und Claudio Abbado.	1739.59259259259	27
2012_787297	Schulter vom Innviertler Strohschwein mit Krenschaum und grünem Leberknödel Traditionelles ausdem Innviertel 1,5 kg Schweinsschulter, 1 Lorbeerblatt, 1 mittelgroße Zwiebel, ganze schwarze Pfefferkörner, Wacholderbeeren, Salz, Wurzelwerk.	1739.34782608696	23
2012_474451	Europas Börsen zittern Scheuch, Königshofer & Co. bedrohen Straches Kanzlerpläne - mitdiskutieren!	1739	10
2012_129763	Cinema:Club, DK 2011, Regie: Nikolaj Arcel; 129 Min., DF Dänemark im 18. Jahrhundert.	1738.18181818182	11
2012_810746	Sie liegen friedlich nebeneinander: Renner, Körner, Schärf, Jonas, Kirchschläger, Klestil, Waldheim.	1738.18181818182	11
2012_543898	"Hochzeitsgerüchte um Verena Kerth 'Tribute to Bambi': Dana Schweiger mit neuem, ""besonderem"" Begleiter."	1738.07692307692	13
2012_394043	Drum höran nommol zua i seg euch jetzt no oans.	1737.3	10
2012_831921	Soufflé eventuell mit Kanarimilch umgießen: Dotter, Obers, Honig, Vanille, Prise Salz, Milch erhitzen (nicht kochen), ständig umrühren.	1736.70588235294	17
2012_691213	Mit etwas Bärlauchsauce begießen, Käse darüberreiben, winzige Butterfl ocken aufsetzen.	1735.5	10
2012_516723	Gleichermaßen spezialisierte wie humorlose Finanzbeamte überprüfen akribisch Abrechnungen, Kontoeingänge und Abschreibposten.	1734.90909090909	11
2012_864670	Umfassende Weiterbildungsprogramme Simulationstraining außergewöhnlicher Ereignisse) ergänzen die behördlich vorgeschriebene Ausbildung.	1734.5	10
2012_919464	Wale vor Japans Küste radioaktiv belastet Walfänger messen Cäsium-Strahlung in Zwergwalen.	1733.08333333333	12
2012_18941	Ähnlich unausgegoren wirkte Barbara Webers Inszenierung von Roger Vitracs surrealistischer Komödie “Viktor” (1928).	1733	12
2012_718558	NET Technologien Assistent der Geschäftsführung ITProjekte Abteilungsleitung IT Operation Xing Profile anonym besuchen?	1733	13
2012_527892	Händchenhalten mindert Herzinfarktrisiko Gesundmacher: Glückliche Paare haben nachweislich einen niedrigeren Blutdruck.	1731.36363636364	11
2012_850713	Testamentsaffäre: Prominente Zeugen entlasten Richterin Kornelia Ratz Testamentsaffäre: Prominente Zeugen entlasten Richterin Kornelia Ratz Tag 14: Hauptsächlich Entlastungszeugen der angeklagten Richterin Kornelia Ratz im Zeugenstand.	1729.79166666667	24
2012_20300	Alexandrov) Ronald Guttman (Byron Tokofsky) Eddie Barth (Richie Kanpinski) Hinweis: Leslie Walden, eine begabte Pianistin, wird von dem berühmten Dirigenten Byron Tokofsky gefördert.	1729.47826086957	23
2012_320339	Die Kottingbrunner Paradekämpfer Alexandra Karan, Sportunion Baden ist LATUSCH-Bundessieger LATUSCH.	1729.45454545455	11
2012_127298	Camilla bedroht Prinzessin Mary mit Waffe Herzogin Camilla bedroht Prinzessin Mary.	1729.09090909091	11
2012_139129	Dafür verwendet Hasegawa den Algorithmus SOINN (Self-Organizing Incremental Neural Network: Zunehmend Selbstorganisierendes Neurales Netzwerk).	1727.93333333333	15
2012_56607	Arbeitgeberdarlehen steuerlich entlasten Arbeitgeber können Arbeitnehmern zinslose oder zinsbegünstigte Darlehen einräumen.	1727.90909090909	11
2012_618797	Jason Segel (Marshall Eriksen) Cobie Smulders (Robin Scherbatsky) Neil Patrick Harris (Barney Stinson) Hinweis: Ted will Victoria endlich seinen Freunden vorstellen.	1727.47619047619	21
2012_531811	Hecht im Speckmantel (siehe Zutatenliste) Zubereitung: Hecht waschen, salzen, pfeffern mit Zitronensaft beträufeln.	1727.15384615385	13
2012_372181	Die verheißungsvolle Menüfolge: Leicht geräucherte Bucher Lachsforelle, Milchkalb-Kotelett, weißes Schokoladenmousse mit Vanille-Himbeerrhabarber.	1726.64285714286	14
2012_58204	ATB Technologies konzipiert und entwickelt hochinnovative, komplexe Sondermotoren inklusive elektronischer Steuerung.	1725.45454545455	11
2012_766450	"Rafael Nadal trinkt verantwortungsvoll Tennis-Ass führt Kampagne ""Champions Drink Responsibly” an."	1725.25	12
2012_88730	Austria ist als einziger ÖFB-Klub gesetzt, mögliche Gegner: Aris Thessaloniki (GRE), KRC Genk (BEL), Karpati Lwiw (UKR), Debrecen (HUN), NK Marburg (SLO).	1722.78260869565	23
2012_280120	Die ARBÖ-Techniker kontrollieren Luftfilter, Wisch-Wasch-Anlage, Motoröl, Bremsflüssigkeit und Kühlmittel.	1721.75	12
2012_428315	Eishockey: Capitals holen Josh Soares Eishockey: Capitals holen Josh Soares Die Vienna Capitals verpflichten Center Josh Soares.	1721	17
2012_541963	Hinten: Vierlenker-Hinterachse mit getrennter Feder-Dämpfer-Anordnung, Stabilisator vorn und hinten.	1720.33333333333	12
2012_829204	Sonne, Strand, Palmen,Drinks mit Schirmchen, Blumen-Ketten, leicht bekleidete Tänzerinnen, Trommelwirbel.	1720.08333333333	12
2012_82752	Aus einem Asia-Shop: thailändische Fischsauce, Chili (Sambal Oelek), Sesamöl.	1717.3	10
2012_632876	Kaum Seitenneigung, neutrales Lenkverhalten, Unebenheiten schluckt der Touareg beinahe unmerklich.	1716.6	10
2012_892034	Unvergessliche Songs von Depeche Mode, Tears for Fears, Cure, Soft Cell, New Order, Men without Hats, Die Ärzte, Falco.	
